personLabel,person_ID,genderLabel,nacionalidadLabel,occupationLabel,category,decade,birthyear,birthdate,birthdate2,birthcountry,birthplaceLabel,birthpoint,birthpoint2,lat_birth,lon_birth,deathyear,deathdate,deathplaceLabel,deathpoint,deathpoint2,lat_death,lon_death,languages,image,sitelink,Occupation1,Occupation2,Occupation3,Occupation4,Occupation5,Occupation6,Occupation7,Occupation8,Occupation9,Occupation10,Occupation11,Occupation12,Occupation13,Occupation14,Occupation15,Occupation16,Occupation17,Occupation18,Occupation19,Occupation20,Occupation21,Occupation22,Occupation23,Occupation24
Rosauro Gatica,http://www.wikidata.org/entity/Q16626609,masculino,Chile,militar,Ejército y seguridad,1810,1815,1815-01-01T00:00:00Z,1/1/1815,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1887,1887-01-01T00:00:00Z,Teno,Point(-71.183333333 -34.866666666),"-34.86666666, -71.183333333",-34.867,-71.183,1,http://commons.wikimedia.org/wiki/Special:FilePath/Coronel%20Rosauro%20Gatica.png,https://es.wikipedia.org/wiki/Rosauro_Gatica,militar,,,,,,,,,,,,,,,,,,,,,,,
Basilio Urrutia,http://www.wikidata.org/entity/Q5721804,masculino,Chile,líder militar,Ejército y seguridad,1810,1816,1816-06-14T00:00:00Z,6/14/1816,http://www.wikidata.org/entity/Q298,Parral,Point(-71.833333333 -36.15),"-36.1, -71.833333333",-36.100,-71.833,1881,1881-06-03T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1,http://commons.wikimedia.org/wiki/Special:FilePath/Basilio%20Urrutia.jpg,https://es.wikipedia.org/wiki/Basilio_Urrutia,líder militar,,,,,,,,,,,,,,,,,,,,,,,
José Anacleto Goñi Prieto,http://www.wikidata.org/entity/Q5937606,masculino,Chile,militar,Ejército y seguridad,1810,1817,1817-06-23T00:00:00Z,6/23/1817,http://www.wikidata.org/entity/Q298,Valparaíso,Point(-71.619722222 -33.046111111),"-33.04611111, -71.619722222",-33.046,-71.620,1886,1886-09-12T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1,,https://es.wikipedia.org/wiki/Jos%C3%A9_Anacleto_Go%C3%B1i_Prieto,militar,,,,,,,,,,,,,,,,,,,,,,,
José Miguel Carrera Fontecilla,http://www.wikidata.org/entity/Q5943907,masculino,Chile,"revolucionario, militar",Ejército y seguridad,1820,1821,1821-01-01T00:00:00Z,1/1/1821,http://www.wikidata.org/entity/Q414,Paraná,Point(-60.529722222 -31.733055555),"-31.73305555, -60.529722222",-31.733,-60.530,1860,1860-09-09T00:00:00Z,Lima,Point(-77.0375 -12.06),"-12, -77.0375",-12.000,-77.038,1,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Miguel%20Carrera%20Fontecilla.jpg,https://es.wikipedia.org/wiki/Jos%C3%A9_Miguel_Carrera_Fontecilla,revolucionario, militar,,,,,,,,,,,,,,,,,,,,,,
Miguel José Cambiaso Tapia,http://www.wikidata.org/entity/Q5482664,masculino,Chile,militar,Ejército y seguridad,1820,1823,1823-01-01T00:00:00Z,1/1/1823,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1852,1852-04-04T00:00:00Z,Valparaíso,Point(-71.619722222 -33.046111111),"-33.04611111, -71.619722222",-33.046,-71.620,1,http://commons.wikimedia.org/wiki/Special:FilePath/Miguel%20Jos%C3%A9%20Cambiaso%20Tapia.JPG,https://es.wikipedia.org/wiki/Miguel_Jos%C3%A9_Cambiaso_Tapia,militar,,,,,,,,,,,,,,,,,,,,,,,
José Luis Claro y Cruz,http://www.wikidata.org/entity/Q5941207,masculino,Chile,bombero,Ejército y seguridad,1820,1826,1826-01-01T00:00:00Z,1/1/1826,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1901,1901-06-21T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1,http://commons.wikimedia.org/wiki/Special:FilePath/Jose%20luis%20claro%20cruz.jpg,https://es.wikipedia.org/wiki/Jos%C3%A9_Luis_Claro_y_Cruz,bombero,,,,,,,,,,,,,,,,,,,,,,,
Pedro Pablo Muñoz,http://www.wikidata.org/entity/Q2918604,masculino,Chile,revolucionario,Ejército y seguridad,1820,1826,1826-01-01T00:00:00Z,1/1/1826,http://www.wikidata.org/entity/Q298,La Serena,Point(-71.252 -29.9027),"-29.902, -71.252",-29.902,-71.252,1882,1882-01-01T00:00:00Z,,,,,,1,http://commons.wikimedia.org/wiki/Special:FilePath/Pedro%20Pablo%20Mu%C3%B1oz.jpg,https://es.wikipedia.org/wiki/Pedro_Pablo_Mu%C3%B1oz,revolucionario,,,,,,,,,,,,,,,,,,,,,,,
Francisco Barceló,http://www.wikidata.org/entity/Q16493253,masculino,Chile,militar,Ejército y seguridad,1820,1827,1827-01-01T00:00:00Z,1/1/1827,http://www.wikidata.org/entity/Q298,Rancagua,Point(-70.739805555 -34.165388888),"-34.16538888, -70.739805555",-34.165,-70.740,1891,1891-01-01T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1,,https://es.wikipedia.org/wiki/Francisco_Barcel%C3%B3,militar,,,,,,,,,,,,,,,,,,,,,,,
Juan Martínez,http://www.wikidata.org/entity/Q5951318,masculino,Chile,militar,Ejército y seguridad,1820,1827,1827-07-04T00:00:00Z,7/4/1827,http://www.wikidata.org/entity/Q298,Chillán Viejo,Point(-72.1317 -36.6229),"-36.622, -72.1317",-36.622,-72.132,1881,1881-01-16T00:00:00Z,Miraflores,Point(-75.8502559 -12.2741748),"-12.274174, -75.8502559",-12.274,-75.850,1,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Mart%C3%ADnez.JPG,https://es.wikipedia.org/wiki/Juan_Mart%C3%ADnez_Bustos,militar,,,,,,,,,,,,,,,,,,,,,,,
Marco Aurelio Arriagada,http://www.wikidata.org/entity/Q5996273,masculino,Chile,líder militar,Ejército y seguridad,1830,1830,1830-04-15T00:00:00Z,4/15/1830,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1894,1894-08-28T00:00:00Z,,,,,,1,http://commons.wikimedia.org/wiki/Special:FilePath/Marco%20Aurelio%20Arriagada.jpg,https://es.wikipedia.org/wiki/Marco_Aurelio_Arriagada,líder militar,,,,,,,,,,,,,,,,,,,,,,,
José Silvestre Urizar,http://www.wikidata.org/entity/Q16583899,masculino,Chile,militar,Ejército y seguridad,1830,1834,1834-01-01T00:00:00Z,1/1/1834,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1881,1881-01-01T00:00:00Z,Miraflores,Point(-77.02893 -12.12091),"-12.1209, -77.02893",-12.121,-77.029,1,http://commons.wikimedia.org/wiki/Special:FilePath/Jose%20silvestre%20urizar.png,https://es.wikipedia.org/wiki/Jos%C3%A9_Silvestre_Urizar,militar,,,,,,,,,,,,,,,,,,,,,,,
José María del Canto Arteaga,http://www.wikidata.org/entity/Q5943772,masculino,Chile,militar,Ejército y seguridad,1840,1840,1840-08-02T00:00:00Z,8/2/1840,http://www.wikidata.org/entity/Q298,Angol,Point(-72.7086 -37.7988),"-37.798, -72.7086",-37.798,-72.709,1925,1925-03-11T00:00:00Z,,,,,,1,,https://es.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_del_Canto_Arteaga,militar,,,,,,,,,,,,,,,,,,,,,,,
Francisco Muñoz-Bezanilla,http://www.wikidata.org/entity/Q5866859,masculino,Chile,militar,Ejército y seguridad,1840,1841,1841-04-02T00:00:00Z,4/2/1841,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1882,1882-02-22T00:00:00Z,Lima,Point(-77.0375 -12.06),"-12, -77.0375",-12.000,-77.038,1,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20Muoz%20Bezanilla.jpg,https://es.wikipedia.org/wiki/Francisco_Mu%C3%B1oz-Bezanilla,militar,,,,,,,,,,,,,,,,,,,,,,,
Estanislao León Bazán,http://www.wikidata.org/entity/Q5848789,masculino,Chile,militar,Ejército y seguridad,1840,1842,1842-01-01T00:00:00Z,1/1/1842,http://www.wikidata.org/entity/Q298,Archipiélago de Chiloé,Point(-73.95 -42.6),"-42, -73.95",-42.000,-73.950,1911,1911-12-25T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1,http://commons.wikimedia.org/wiki/Special:FilePath/Estanislao%20Leon%20Bazan.jpg,https://es.wikipedia.org/wiki/Estanislao_Le%C3%B3n_Baz%C3%A1n,militar,,,,,,,,,,,,,,,,,,,,,,,
Baldomero Dublé Almeyda,http://www.wikidata.org/entity/Q39081479,masculino,Chile,militar,Ejército y seguridad,1840,1843,1843-02-28T00:00:00Z,2/28/1843,http://www.wikidata.org/entity/Q298,Valparaíso,Point(-71.619722222 -33.046111111),"-33.04611111, -71.619722222",-33.046,-71.620,1881,1881-02-01T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1,http://commons.wikimedia.org/wiki/Special:FilePath/Baldomero%20y%20Diego%20Dubl%C3%A9%20Almeyda%20y%20el%20comandante%20Ricardo%20Santa%20Cruz%2C%20junto%20al%20proveedor%20del%20Ej%C3%A9rcito.jpg,https://es.wikipedia.org/wiki/Baldomero_Dubl%C3%A9_Almeyda,militar,,,,,,,,,,,,,,,,,,,,,,,
Alberto Nebel Ovalle,http://www.wikidata.org/entity/Q5663366,masculino,Chile,militar,Ejército y seguridad,1840,1845,1845-01-01T00:00:00Z,1/1/1845,http://www.wikidata.org/entity/Q298,Valparaíso,Point(-71.619722222 -33.046111111),"-33.04611111, -71.619722222",-33.046,-71.620,1882,1882-01-01T00:00:00Z,Iquique,Point(-70.1524 -20.2141),"-20.214, -70.1524",-20.214,-70.152,1,http://commons.wikimedia.org/wiki/Special:FilePath/Alberto%20Nebel%20Ovalle.jpg,https://es.wikipedia.org/wiki/Alberto_Nebel_Ovalle,militar,,,,,,,,,,,,,,,,,,,,,,,
Juan Félix Urcullú López,http://www.wikidata.org/entity/Q62328050,masculino,Chile,militar,Ejército y seguridad,1840,1845,1845-03-30T00:00:00Z,3/30/1845,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1913,1913-08-23T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1,http://commons.wikimedia.org/wiki/Special:FilePath/Sargento%20Mayor%20Juan%20F%C3%A9lix%20Urcull%C3%BA.jpg,https://es.wikipedia.org/wiki/Juan_F%C3%A9lix_Urcull%C3%BA_L%C3%B3pez,militar,,,,,,,,,,,,,,,,,,,,,,,
Constantino Bannen Pradel,http://www.wikidata.org/entity/Q5784458,masculino,Chile,militar,Ejército y seguridad,1840,1847,1847-07-25T00:00:00Z,7/25/1847,http://www.wikidata.org/entity/Q298,Concepción,Point(-73.050277777 -36.826944444),"-36.82694444, -73.050277777",-36.827,-73.050,1899,1899-11-01T00:00:00Z,,,,,,1,,https://es.wikipedia.org/wiki/Constantino_Bannen_Pradel,militar,,,,,,,,,,,,,,,,,,,,,,,
Ricardo Santa Cruz Vargas,http://www.wikidata.org/entity/Q24961410,masculino,Chile,militar,Ejército y seguridad,1840,1847,1847-01-01T00:00:00Z,1/1/1847,http://www.wikidata.org/entity/Q298,Cartagena,Point(-71.6 -33.55),"-33.5, -71.6",-33.500,-71.600,1880,1880-05-27T00:00:00Z,Tacna,Point(-70.248333333 -18.055555555),"-18.05555555, -70.248333333",-18.056,-70.248,1,http://commons.wikimedia.org/wiki/Special:FilePath/Domingo%20De%20Toro%20Herrera%2C%20junto%20a%20Ricardo%20Santa%20Cruz.jpg,https://es.wikipedia.org/wiki/Ricardo_Santa_Cruz_Vargas,militar,,,,,,,,,,,,,,,,,,,,,,,
Juan Amador Barrientos,http://www.wikidata.org/entity/Q60040437,masculino,Chile,oficial naval,Ejército y seguridad,1840,1849,1849-04-17T00:00:00Z,4/17/1849,http://www.wikidata.org/entity/Q298,Osorno,Point(-73.15 -40.566666666),"-40.56666666, -73.15",-40.567,-73.150,1921,1921-07-23T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Amador%20Barrientos.jpg,https://es.wikipedia.org/wiki/Juan_Amador_Barrientos,oficial naval,,,,,,,,,,,,,,,,,,,,,,,
Arturo Wilson Navarrete,http://www.wikidata.org/entity/Q56072272,masculino,Chile,marino,Ejército y seguridad,1850,1851,1851-06-01T00:00:00Z,6/1/1851,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1936,1936-12-26T00:00:00Z,Viña del Mar,Point(-71.5518 -33.0245),"-33.024, -71.5518",-33.024,-71.552,1,http://commons.wikimedia.org/wiki/Special:FilePath/Arturo%20Wilson%20Navarrete.JPG,https://es.wikipedia.org/wiki/Arturo_Wilson_Navarrete,marino,,,,,,,,,,,,,,,,,,,,,,,
Ernesto Riquelme,http://www.wikidata.org/entity/Q5836990,masculino,Chile,"bombero, marino",Ejército y seguridad,1850,1852,1852-04-14T00:00:00Z,4/14/1852,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1879,1879-05-21T00:00:00Z,Iquique,Point(-70.1524 -20.2141),"-20.214, -70.1524",-20.214,-70.152,1,http://commons.wikimedia.org/wiki/Special:FilePath/Ernesto%20Riquelme%20Venegas.jpg,https://es.wikipedia.org/wiki/Ernesto_Riquelme,bombero, marino,,,,,,,,,,,,,,,,,,,,,,
Patricio Larraín Alcalde,http://www.wikidata.org/entity/Q16145164,masculino,Chile,"político, militar",Ejército y seguridad,1850,1852,1852-11-28T00:00:00Z,11/28/1852,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1927,1927-01-10T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1,http://commons.wikimedia.org/wiki/Special:FilePath/Patricio%20Larra%C3%ADn%20Alcalde.jpg,https://es.wikipedia.org/wiki/Patricio_Larra%C3%ADn_Alcalde,político, militar,,,,,,,,,,,,,,,,,,,,,,
Lindor Pérez Gacitúa,http://www.wikidata.org/entity/Q5976698,masculino,Chile,oficial militar,Ejército y seguridad,1850,1854,1854-06-17T00:00:00Z,6/17/1854,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1916,1916-01-16T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1,http://commons.wikimedia.org/wiki/Special:FilePath/Lindor%20P%C3%A9rez%20Gazit%C3%BAa%20%28alrededor%20de%201890%29.jpg,https://es.wikipedia.org/wiki/Lindor_P%C3%A9rez_Gacit%C3%BAa,oficial militar,,,,,,,,,,,,,,,,,,,,,,,
Arístides Pinto,http://www.wikidata.org/entity/Q5707651,masculino,Chile,líder militar,Ejército y seguridad,1850,1859,1859-02-07T00:00:00Z,2/7/1859,http://www.wikidata.org/entity/Q298,Talca,Point(-71.665555555 -35.426944444),"-35.42694444, -71.665555555",-35.427,-71.666,1924,1924-06-05T00:00:00Z,Arica,Point(-70.318055555 -18.477777777),"-18.47777777, -70.318055555",-18.478,-70.318,1,http://commons.wikimedia.org/wiki/Special:FilePath/Ar%C3%ADstides%20Pinto.jpg,https://es.wikipedia.org/wiki/Ar%C3%ADstides_Pinto,líder militar,,,,,,,,,,,,,,,,,,,,,,,
Wenceslao Vargas,http://www.wikidata.org/entity/Q6166795,masculino,Chile,"militar, marino",Ejército y seguridad,1860,1861,1861-09-28T00:00:00Z,9/28/1861,http://www.wikidata.org/entity/Q298,Monte Patria,Point(-70.933333333 -30.683333333),"-30.68333333, -70.933333333",-30.683,-70.933,1958,1958-05-15T00:00:00Z,Valparaíso,Point(-71.619722222 -33.046111111),"-33.04611111, -71.619722222",-33.046,-71.620,1,,https://es.wikipedia.org/wiki/Wenceslao_Vargas,militar, marino,,,,,,,,,,,,,,,,,,,,,,
Manuel Alvarado Escorza,http://www.wikidata.org/entity/Q116303674,masculino,Chile,"guardaparque, mayor",Ejército y seguridad,1860,1863,1863-01-01T00:00:00Z,1/1/1863,http://www.wikidata.org/entity/Q298,Freirina,Point(-71.066666666 -28.5),"-28, -71.066666666",-28.000,-71.067,1930,1930-02-27T00:00:00Z,Mulchén,Point(-72.233333333 -37.716666666),"-37.71666666, -72.233333333",-37.717,-72.233,1,http://commons.wikimedia.org/wiki/Special:FilePath/Mayor%20de%20Ej%C3%A9rcito%20don%20Manuel%20Antonio%20de%20Alvarado%20Escorza.jpg,https://es.wikipedia.org/wiki/Manuel_Alvarado_Escorza,guardaparque, mayor,,,,,,,,,,,,,,,,,,,,,,
Gaspar Cabrales,http://www.wikidata.org/entity/Q6438657,masculino,Chile,marino,Ejército y seguridad,1860,1864,1864-01-06T00:00:00Z,1/6/1864,http://www.wikidata.org/entity/Q298,Valparaíso,Point(-71.619722222 -33.046111111),"-33.04611111, -71.619722222",-33.046,-71.620,1879,1879-05-21T00:00:00Z,,,,,,1,,https://es.wikipedia.org/wiki/Gaspar_Cabrales,marino,,,,,,,,,,,,,,,,,,,,,,,
Melitón Gajardo Sandoval,http://www.wikidata.org/entity/Q56072276,masculino,Chile,oficial militar,Ejército y seguridad,1860,1864,1864-05-10T00:00:00Z,5/10/1864,http://www.wikidata.org/entity/Q298,Yungay,Point(-72.0189 -37.1194),"-37.119, -72.0189",-37.119,-72.019,1940,1940-06-18T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1,,https://es.wikipedia.org/wiki/Melit%C3%B3n_Gajardo_Sandoval,oficial militar,,,,,,,,,,,,,,,,,,,,,,,
Mariano Navarrete Ciris,http://www.wikidata.org/entity/Q76823140,masculino,Chile,militar,Ejército y seguridad,1860,1866,1866-09-22T00:00:00Z,9/22/1866,http://www.wikidata.org/entity/Q298,Ovalle,Point(-71.203 -30.6031),"-30.603, -71.203",-30.603,-71.203,1940,1940-10-15T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1,http://commons.wikimedia.org/wiki/Special:FilePath/Mariano%20Navarrete%2C%20Inspector%20general%20Ejercito%20de%20Chile%201925.JPG,https://es.wikipedia.org/wiki/Mariano_Navarrete,militar,,,,,,,,,,,,,,,,,,,,,,,
Eliecer Parada Pacheco,http://www.wikidata.org/entity/Q26998218,masculino,Chile,"político, militar",Ejército y seguridad,1860,1867,1867-10-18T00:00:00Z,10/18/1867,http://www.wikidata.org/entity/Q298,Talca,Point(-71.665555555 -35.426944444),"-35.42694444, -71.665555555",-35.427,-71.666,1999,1999-01-01T00:00:00Z,,,,,,1,http://commons.wikimedia.org/wiki/Special:FilePath/Eliecer%20Parada.JPG,https://es.wikipedia.org/wiki/Eliecer_Parada,político, militar,,,,,,,,,,,,,,,,,,,,,,
Luis Segundo Oyarzún,http://www.wikidata.org/entity/Q17620579,masculino,Chile,militar,Ejército y seguridad,1860,1869,1869-01-01T00:00:00Z,1/1/1869,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,1,,https://es.wikipedia.org/wiki/Luis_Segundo_Oyarz%C3%BAn,militar,,,,,,,,,,,,,,,,,,,,,,,
Luis Alberto Contreras y Sotomayor,http://www.wikidata.org/entity/Q5982669,masculino,Chile,militar,Ejército y seguridad,1870,1870,1870-01-01T00:00:00Z,1/1/1870,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1960,1960-01-01T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1,,https://es.wikipedia.org/wiki/Luis_Alberto_Contreras_y_Sotomayor,militar,,,,,,,,,,,,,,,,,,,,,,,
Germán Contreras y Sotomayor,http://www.wikidata.org/entity/Q24091199,masculino,Chile,"político, oficial militar",Ejército y seguridad,1870,1875,1875-01-01T00:00:00Z,1/1/1875,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1940,1940-01-01T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1,,https://es.wikipedia.org/wiki/Germ%C3%A1n_Contreras_y_Sotomayor,político, oficial militar,,,,,,,,,,,,,,,,,,,,,,
Indalicio Téllez Cárcamo,http://www.wikidata.org/entity/Q5915111,masculino,Chile,militar,Ejército y seguridad,1870,1876,1876-08-28T00:00:00Z,8/28/1876,http://www.wikidata.org/entity/Q298,Puerto Montt,Point(-72.9396 -41.4718),"-41.471, -72.9396",-41.471,-72.940,1964,1964-11-20T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1,http://commons.wikimedia.org/wiki/Special:FilePath/Comandante%20en%20Jefe%20del%20Ej%C3%A9rcito%20Indalicio%20T%C3%A9llez%20C%C3%A1rcamo%20%281931%29.jpg,https://es.wikipedia.org/wiki/Indalicio_T%C3%A9llez_C%C3%A1rcamo,militar,,,,,,,,,,,,,,,,,,,,,,,
Alfonso Bórquez Pérez,http://www.wikidata.org/entity/Q8195113,masculino,Chile,"político, marino",Ejército y seguridad,1870,1878,1878-02-22T00:00:00Z,2/22/1878,http://www.wikidata.org/entity/Q298,Castro,Point(-73.7643 -42.4824),"-42.482, -73.7643",-42.482,-73.764,1969,1969-12-22T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1,,https://es.wikipedia.org/wiki/Alfonso_B%C3%B3rquez_P%C3%A9rez,político, marino,,,,,,,,,,,,,,,,,,,,,,
Agustín Moreno Ladrón de Guevara,http://www.wikidata.org/entity/Q5660781,masculino,Chile,líder militar,Ejército y seguridad,1870,1879,1879-01-24T00:00:00Z,1/24/1879,http://www.wikidata.org/entity/Q298,Rancagua,Point(-70.739805555 -34.165388888),"-34.16538888, -70.739805555",-34.165,-70.740,1964,1964-08-17T00:00:00Z,,,,,,1,http://commons.wikimedia.org/wiki/Special:FilePath/Comandante%20en%20Jefe%20del%20Ej%C3%A9rcito%20de%20Chile%20Agust%C3%ADn%20Moreno%20Ladr%C3%B3n%20de%20Guevara%20%281932%29.jpg,https://es.wikipedia.org/wiki/Agust%C3%ADn_Moreno_Ladr%C3%B3n_de_Guevara,líder militar,,,,,,,,,,,,,,,,,,,,,,,
Felipe Wiegand Rodríguez,http://www.wikidata.org/entity/Q5858485,masculino,Chile,militar,Ejército y seguridad,1880,1880,1880-06-12T00:00:00Z,6/12/1880,http://www.wikidata.org/entity/Q298,Valparaíso,Point(-71.619722222 -33.046111111),"-33.04611111, -71.619722222",-33.046,-71.620,1960,1960-09-11T00:00:00Z,Valparaíso,Point(-71.619722222 -33.046111111),"-33.04611111, -71.619722222",-33.046,-71.620,1,http://commons.wikimedia.org/wiki/Special:FilePath/Felipe%20Wiegand%20c.1939-1940.jpg,https://es.wikipedia.org/wiki/Felipe_Wiegand_Rodr%C3%ADguez,militar,,,,,,,,,,,,,,,,,,,,,,,
Ismael Carrasco Rábago,http://www.wikidata.org/entity/Q6449935,masculino,Chile,"político, militar",Ejército y seguridad,1880,1882,1882-01-26T00:00:00Z,1/26/1882,http://www.wikidata.org/entity/Q298,Rancagua,Point(-70.739805555 -34.165388888),"-34.16538888, -70.739805555",-34.165,-70.740,1946,1946-04-05T00:00:00Z,Villa Alemana,Point(-71.3744 -33.0428),"-33.042, -71.3744",-33.042,-71.374,1,,https://es.wikipedia.org/wiki/Ismael_Carrasco,político, militar,,,,,,,,,,,,,,,,,,,,,,
Edgardo von Schroeders,http://www.wikidata.org/entity/Q5817814,masculino,Chile,militar,Ejército y seguridad,1880,1883,1883-01-01T00:00:00Z,1/1/1883,http://www.wikidata.org/entity/Q298,Valparaíso,Point(-71.619722222 -33.046111111),"-33.04611111, -71.619722222",-33.046,-71.620,1956,1956-01-01T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1,,https://es.wikipedia.org/wiki/Edgardo_von_Schroeders,militar,,,,,,,,,,,,,,,,,,,,,,,
Carlos Fuentes Rabe,http://www.wikidata.org/entity/Q30917760,masculino,Chile,militar,Ejército y seguridad,1880,1887,1887-07-02T00:00:00Z,7/2/1887,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1974,1974-05-17T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1,http://commons.wikimedia.org/wiki/Special:FilePath/Carlos%20Fuentes%20Rabe.jpg,https://es.wikipedia.org/wiki/Carlos_Fuentes_Rabe,militar,,,,,,,,,,,,,,,,,,,,,,,
Francisco Mery,http://www.wikidata.org/entity/Q62995469,masculino,Chile,"aviador militar, militar",Ejército y seguridad,1890,1891,1891-09-01T00:00:00Z,9/1/1891,http://www.wikidata.org/entity/Q298,El Molle,Point(-70.9544 -29.9806),"-29.98, -70.9544",-29.980,-70.954,1914,1914-01-11T00:00:00Z,Lo Espejo,Point(-70.716666666 -33.533333333),"-33.53333333, -70.716666666",-33.533,-70.717,1,http://commons.wikimedia.org/wiki/Special:FilePath/Teniente%202%C2%B0%20Francisco%20Mery%20Aguirre.jpg,https://es.wikipedia.org/wiki/Francisco_Mery,aviador militar, militar,,,,,,,,,,,,,,,,,,,,,,
